time (s),contrast
,
0.12,0.003797688213198591
1.0,0.0035392094896870008
1.26,0.003294634606567648
2.02,0.0048522458333207785
3.86,0.002594914139526394
6.82,0.004314898667630351
8.94,0.006771185642152844
10.58,0.004406790303239649
11.06,0.004204573704321035
11.06,0.004017838400618423
12.5,0.004036730343350947
14.92,0.006368269531831228
15.8,0.003537055388629251
16.58,0.0037378691585123747
18.22,0.0036452449129131814
19.24,0.004237603081206798
21.22,0.004771155298681218
21.48,0.0038183326409656493
22.4,0.0036329894506663685
22.8,0.0035367199002157568
26.48,0.003258437904161582
28.04,0.006513541354331576
29.96,0.0027520410486056024
35.82,0.0036924914452516333
36.04,0.0039464090755836345
36.22,0.003811315109473634
36.78,0.003600210872292231
39.36,0.004671194237836018
41.52,0.003431347457725553
41.78,0.005006720477414794
42.18,0.0036907162894536105
42.44,0.004103370890966795
42.86,0.003840999504550413
46.04,0.004529416991369772
48.92,0.013422331860779568
50.7,0.004032343777110037
51.62,0.0037347637764836294
53.94,0.004311144172895576
55.08,0.0032730498804913744
56.9,0.0037090863462357904
58.62,0.005795248212202786
59.42,0.003888949236329209
60.7,0.0032710291550686055
62.32,0.004158942085027761
63.58,0.0038354467969173855
64.64,0.00366993085420797
67.38,0.004613901262460751
69.6,0.003843189222719645
70.06,0.00753424290137461
70.12,0.006515750249040053
70.22,0.004161051026048801
70.58,0.004259321951504802
71.82,0.0037288661734692363
74.1,0.005009744184996001
75.04,0.004015831540171044
77.16,0.0037989501296480377
79.38,0.0024334345937380153
79.86,0.0035345154938996037
80.42,0.004014826414815209
