time (s),contrast
,
0.08,0.004723205881075554
0.08,0.0037844366021604348
0.12,0.003410644815281194
0.14,0.0031843775945156194
0.18,0.0034335809178266397
0.24,0.003927043370381189
0.26,0.004404989352952415
0.3,0.00313758536237263
0.42,0.0026956172894277985
0.52,0.003224767107447235
0.58,0.004123422143736621
0.58,0.010018672049514787
0.78,0.004191111403312409
0.8,0.003501385320451189
0.88,0.009117639989212223
0.9,0.0028302056215068205
1.08,0.0024330260706095785
1.1,0.0033661972147015495
1.16,0.011390631629086378
1.28,0.002628417083783252
1.28,0.00353110414140001
1.3,0.0035715932862842026
1.3,0.015475457560567563
1.46,0.003120677114516801
1.52,0.004631408155465588
1.52,0.003979426811336562
1.8,0.0032957194654316124
1.86,0.003304026059325005
1.94,0.0029996205038451684
2.0,0.002860353349939948
2.04,0.003328037059699973
2.14,0.0032804539313689984
2.16,0.0038228224746575945
2.18,0.004052815334050441
2.36,0.0032240358621133947
2.42,0.0023764059215197753
2.66,0.0028172295080401977
2.88,0.00327898668597959
2.9,0.004346747534239026
2.94,0.0034081710278216493
2.98,0.0031803906655220038
3.02,0.0032977130390318132
3.02,0.003313128498479201
3.16,0.003600239095202795
3.54,0.0035322268337120155
3.56,0.0040806706022171735
3.78,0.004110547785122987
4.02,0.003949067632510017
4.04,0.003382200716936845
4.04,0.003119085155850798
4.14,0.0033319620458239774
4.3,0.003315314868515995
4.4,0.004736362080666412
4.68,0.0028557116302924124
4.72,0.0026679309634289883
4.9,0.0037414468280906332
4.92,0.0040137616708162405
4.92,0.00474083985302165
5.16,0.003096596614822422
5.16,0.0028206055826327514
5.26,0.0037540398402128305
5.6,0.002961700705430781
5.7,0.0036405600175115627
5.82,0.003187919866375233
5.84,0.0036837052564452355
5.92,0.0034312344041635967
6.08,0.003408315383932825
6.18,0.0037166934980548127
6.18,0.0029482890821421748
6.34,0.0032558499017372178
6.34,0.0028252013153760025
6.42,0.0044481032033152346
6.58,0.002751757757652018
7.04,0.00397580240448403
7.04,0.0035319080597048247
7.3,0.003367727544492216
7.38,0.004345971405785187
7.5,0.0032837402999847942
7.68,0.003269163904566552
7.74,0.003618683030074621
7.78,0.003206250173249603
7.78,0.0035992096740954382
7.84,0.0033284048640583874
8.02,0.0027122457640206266
8.02,0.0028371362512700227
8.06,0.0033461268246012255
8.18,0.0034422221445959966
8.36,0.0036797616630072083
8.4,0.0032018358296324045
8.56,0.0028684985478873992
8.66,0.0031104276855163926
8.72,0.003596806920228013
8.74,0.006493665257154224
8.8,0.0040243865938371925
8.9,0.0034428855433558114
8.94,0.003276944211775379
9.06,0.0035872233355838112
9.1,0.003209340720278009
9.18,0.004841472104525235
9.3,0.00233507981458958
9.54,0.003346662034032777
9.62,0.010260554047086812
9.68,0.003434660052574756
9.84,0.0032146783107960264
10.14,0.004219447860595582
10.26,0.0036978558653183446
10.36,0.0036892721276328144
10.36,0.0027837358669413614
10.56,0.002992517410886353
10.6,0.0029423613843647667
10.64,0.0035475135922972134
10.72,0.0029850615758679755
10.8,0.0029186655096992142
11.04,0.0041120171233087754
11.28,0.0034570675325136246
11.28,0.004361255954760002
11.36,0.0036158748033644494
11.38,0.0032706117939917956
11.46,0.005579127972522802
11.46,0.0030692238854391762
11.76,0.003957516845519038
12.22,0.003539722927240585
12.22,0.0028767196990819865
12.26,0.002934064501070366
12.28,0.0036337109563512326
12.34,0.0028187774353639616
12.38,0.005239773576690032
12.48,0.0027558611073675854
12.58,0.003836835559301588
12.72,0.0036176723013200407
12.92,0.006510897261710946
13.24,0.0030036655517251543
13.4,0.0029824035264596205
13.54,0.0026885574839662363
13.66,0.003861303249047654
13.76,0.0035918551089619832
13.92,0.0059700643552188515
14.16,0.0032137324938228407
14.24,0.0029721981835013622
14.34,0.0022263653999140542
14.48,0.003820866076222007
14.5,0.0027494744332884347
14.5,0.0028773659178987776
14.52,0.002984045108465949
14.58,0.0034096457063496066
14.58,0.002713092737668954
14.64,0.0035788403110795786
14.74,0.005686994013453628
14.82,0.0030772489283368287
14.86,0.003198710596825194
14.88,0.00752439758579404
14.92,0.006187955681291046
15.02,0.003290185867296791
15.38,0.005339037823765991
15.4,0.003011345515844588
15.46,0.0033979103305041836
15.92,0.004409047658275211
15.96,0.004393307814439584
15.98,0.0037923769183547673
16.06,0.0037468242041688304
16.08,0.0024374153159097967
16.1,0.0034440240334904226
16.18,0.0034409468781160246
16.26,0.0038665928312467956
16.62,0.0029671773835141524
16.66,0.0030249786178984106
16.68,0.0032676115617812362
16.68,0.0031460107990392006
16.7,0.0038082588369408032
16.7,0.0024629908300004555
16.9,0.003990868388141999
17.02,0.004139561769524791
17.06,0.002628944645088005
