time (s),contrast
,
0.08,0.006813286116580053
0.08,0.005012694500213799
0.08,0.006688885211147966
0.08,0.004882313078703238
0.1,0.005469362445919446
0.1,0.0032769209053887804
0.1,0.003403149037982778
0.1,0.0031886149882244252
0.12,0.004234305689476803
0.12,0.00423508859576216
0.12,0.009047814826538603
0.12,0.0043248026394652195
0.12,0.0040866218999433546
0.12,0.004582643221250571
0.12,0.004847639904362433
0.14,0.0036419780136898172
0.14,0.0037692667901744192
0.14,0.004578497867480769
0.14,0.004177611337270015
0.14,0.0037885900074168255
0.16,0.008094547128800422
0.18,0.004632088788151578
0.18,0.005573825691939205
0.2,0.010145855813539995
0.22,0.005764055999945228
0.24,0.004559542563352004
0.24,0.004359980117809803
0.3,0.004058146925591588
0.36,0.004556481058183626
0.36,0.004990362864107367
0.4,0.003950595446324812
0.44,0.00318259714134983
0.44,0.006569731003692403
0.46,0.004383093453113829
0.48,0.004004860772356955
0.48,0.004281866802453571
0.5,0.004855808790757976
0.52,0.0046045640668389565
0.54,0.004285245153290429
0.56,0.003994018898888618
0.58,0.049621279322210166
0.58,0.003400030823653588
0.58,0.00408021737064157
0.64,0.005475863035552808
0.66,0.004794944782828381
0.68,0.0061225464148148
0.7,0.007725242635687191
0.74,0.004214904396539598
0.76,0.0045637688857254055
0.76,0.004557995400022441
0.76,0.005140839163237154
0.88,0.008941600963771612
0.88,0.00421021458735682
0.9,0.003729225604406805
0.98,0.006528899363062446
1.02,0.006619752339568574
1.02,0.005156492966406967
1.08,0.004317915980550202
1.1,0.005006617449717754
1.1,0.00590584337339084
1.12,0.005133985104400218
1.12,0.004393926290848449
1.16,0.003798057507952035
1.16,0.0037339981372935815
1.18,0.005968924081978244
1.22,0.004161407251299987
1.28,0.009903813907516379
1.32,0.003618003622631205
1.4,0.005015395609316631
1.4,0.005042329683514812
1.6,0.012146283651777168
1.62,0.005530275883452451
1.64,0.003802276234973201
1.7,0.00393636331998215
1.7,0.005654191722757607
1.76,0.00543121779823641
1.78,0.004301379972006414
1.8,0.0039801570730891855
1.82,0.00449332291509541
1.82,0.005057881231082639
1.82,0.0052392147560528235
1.9,0.004101368631856617
1.9,0.003913514897245229
1.94,0.005642189839130007
1.94,0.00401611661900203
1.98,0.005597709838025988
1.98,0.005046357991555617
2.0,0.0041542516306157795
2.02,0.005668771238060977
2.04,0.004966550535872805
2.06,0.004989793754919369
2.08,0.004232830334701787
2.08,0.003958255489038054
2.12,0.003933117718970425
2.18,0.004908197890142407
2.2,0.007620853463761845
2.2,0.004019319860453008
2.26,0.004612465781450803
2.28,0.005442903879144034
2.28,0.0037695538260480443
2.3,0.004029638313041595
2.34,0.004872393095724625
2.44,0.0037279819574862483
2.48,0.0033156012790319656
2.52,0.005056598018981173
2.58,0.002961463725744795
2.6,0.003967054891762967
2.62,0.004251273578677828
2.62,0.0033747092135225643
2.64,0.004387943123269622
2.66,0.0038977953102542484
2.66,0.004489928600896809
2.68,0.004388899617089215
2.7,0.006728968165699567
2.74,0.0037911932652500147
2.78,0.005908317850015998
2.82,0.0040217125260375575
2.82,0.004891086673216805
2.86,0.005092866282607189
2.9,0.008360879336748006
2.98,0.005820525978883162
