time (s),contrast
,
0.04,0.005632160514726037
0.06,0.0050218035981508535
0.2,0.005175986154726031
0.26,0.004709372308611792
0.32,0.003235921308987977
0.36,0.003633866789275797
0.36,0.003086648865329611
0.44,0.005006898310926378
0.62,0.0037184106338964407
0.66,0.004301740920665598
0.84,0.004850660753848213
0.88,0.0039759055205214056
1.0,0.0045894381802208395
1.2,0.004891437866529791
1.2,0.0032622665226126335
1.22,0.0059901158999006165
1.24,0.006277471646621957
1.4,0.00397691200272865
1.4,0.003690002299928441
1.42,0.0037363795347964412
1.58,0.003708772304107155
1.66,0.006802105799362024
1.7,0.0032202390529507685
1.76,0.0039499119749512035
1.8,0.003521502121346831
1.82,0.005522935605777213
1.84,0.0031446502093039896
1.84,0.004186685564667614
2.02,0.0027173598535783494
2.1,0.0029626387161330037
2.1,0.004473868055227204
2.14,0.005484294727001404
2.14,0.003411251695855766
2.18,0.005080449682096644
2.18,0.0034413094049842163
2.22,0.003043217703520007
2.26,0.003439049854630394
2.34,0.004422971083894778
2.38,0.004589914939449047
2.4,0.011736411113585588
2.42,0.004289469382118605
2.52,0.004220766524314801
2.56,0.0034213064925747716
2.6,0.004262266291608974
2.64,0.002973203752372977
2.68,0.003546124515535154
2.78,0.0032834170345972247
2.8,0.006539764486711563
2.86,0.003605185782515008
2.88,0.0040049696797930245
2.9,0.0035336236778440444
2.92,0.0028802534149116044
2.92,0.0030353905871659537
2.96,0.0031075056212029883
3.0,0.0041161424043063555
3.02,0.003063399947988432
3.06,0.0035379752640716244
3.08,0.004853283991561375
3.08,0.003703394912354163
3.1,0.0026700250465592212
3.1,0.0038934064934688095
3.12,0.003926487358539954
3.16,0.004670317335883412
3.18,0.0035250870072476292
3.18,0.0029494336552475797
3.28,0.0032900971592467743
3.28,0.003226577046883561
3.3,0.0027414715562555925
3.32,0.002890189829011236
3.34,0.0037600662008689945
3.36,0.004626269806277228
3.4,0.003314446552338035
3.46,0.0039411550670144235
3.48,0.0036455880775412286
3.48,0.0033415797429415806
3.5,0.0029268552784341706
3.54,0.0032810501461657537
3.6,0.006019646680175406
3.62,0.00440022272454299
3.64,0.0037240219279838227
3.66,0.00394582029630941
3.66,0.004198750816695185
3.7,0.0032616165095912253
3.7,0.003763874254807953
3.74,0.0026305297196411725
3.8,0.003565860244531205
3.96,0.0036266416278504243
4.06,0.006723656495899233
4.12,0.00231821280459521
4.16,0.003359599382326439
4.18,0.0030838326440487673
4.18,0.0034822314106845997
4.18,0.0037826161226216515
4.2,0.0031096094006696218
4.2,0.004013219990260053
4.22,0.0035159977237148032
4.26,0.00403517939221576
4.32,0.005265535307815594
4.34,0.0038575058264952444
4.34,0.00411084259764305
4.34,0.006652137841698824
4.36,0.0040800723487351975
4.36,0.0024540418412397624
4.44,0.005248625241919047
4.44,0.0029015097006663826
4.46,0.0038309519023219663
4.46,0.003059093359791598
4.46,0.00411093239865179
4.48,0.002859893824823767
4.48,0.003286556987742384
4.48,0.0030018633607044043
4.54,0.0031782870558921816
4.56,0.0029658708845383686
4.56,0.003674942226386202
4.58,0.0039978413121352085
4.58,0.0030589337404384187
4.6,0.003949103179873958
4.62,0.00434565212066762
4.62,0.0032633140669607874
4.66,0.0024718896066892038
4.7,0.003995977416698215
4.7,0.0029975750409043656
4.72,0.004174965763499405
4.72,0.0036425586085023776
4.72,0.0038553360825172023
4.72,0.003373020660525583
4.78,0.0027041878912638095
4.8,0.0031221876390448156
4.82,0.002939937694440564
4.94,0.0035913447806825705
4.96,0.003007370028455192
4.96,0.004965797704103214
5.04,0.003186114010360175
5.18,0.004809881459135412
5.22,0.0032245414439413533
5.28,0.0035661713763027736
5.28,0.003190003258179752
5.3,0.003185177415737206
5.3,0.003726284675564351
5.32,0.0034265829195132547
5.34,0.003270841184456419
5.38,0.0026204265841943686
5.4,0.0027980430590548444
5.44,0.006570585068145229
5.46,0.003094174745489786
5.54,0.003270012836440017
5.54,0.006900211921865962
5.56,0.006427077599837183
5.56,0.003936752259736442
5.58,0.0042939666104016005
5.7,0.0033710674411739916
5.74,0.004420162885004797
5.76,0.004003303379095158
5.78,0.0031474617302024166
5.8,0.004679267717994762
6.0,0.0028687729176711807
6.06,0.00269612783770401
6.08,0.0036263400891841657
6.08,0.00300454844549336
6.1,0.00416609977476079
6.16,0.0030183334665472294
6.18,0.0026688606528859626
6.18,0.0026442833268511823
6.18,0.003311411040081591
6.24,0.002238285203848389
6.26,0.004203566505405765
6.26,0.003236622377827958
6.28,0.003337851676124437
6.3,0.0030722755725332007
6.32,0.002645492578732034
6.4,0.0030138288318132256
6.42,0.0032233369655420008
6.48,0.0038660808459648477
6.48,0.0026996990064741544
6.54,0.0051643468092563705
6.56,0.002996962751059984
6.56,0.0032080592076749737
6.56,0.003485770656802778
6.58,0.00595992193460837
6.62,0.0028448784106982483
6.66,0.003119175633760962
6.68,0.002698418650241785
6.74,0.0036299816611937707
6.76,0.0035384665325791653
6.76,0.003041489414524645
6.78,0.003583744149966428
6.78,0.003145468346907987
6.84,0.0033757850771664044
6.84,0.0032530879036916094
6.88,0.0031421603920982477
6.9,0.0023779101871556074
6.92,0.0038559505041048103
6.94,0.002944848960965585
6.96,0.0031803610615116495
6.96,0.0032966655503827713
7.02,0.002192145184302441
7.02,0.002326183227546408
7.04,0.004393524581364772
7.06,0.006337190749716393
7.12,0.0032826472291898057
7.12,0.0038052713021967666
7.12,0.0032493496581428305
7.14,0.004352182197666421
7.14,0.0029802563109412317
7.16,0.003990323337215607
7.22,0.0030287726177503638
7.26,0.002990106115649205
7.28,0.004094947523861192
7.3,0.003678812842239587
7.3,0.0033440159504587452
7.34,0.0035899071633139767
7.34,0.0028029750509124263
7.36,0.0045681957950207686
7.4,0.0029027481317686066
7.44,0.0031366406782241674
7.48,0.003357284555318363
7.54,0.00263555623075562
7.54,0.0038069190738363456
7.58,0.0038513511472073603
7.7,0.003436412811400391
7.72,0.0031521006271043595
7.78,0.005110798070769973
7.8,0.004543667584172351
7.82,0.0031896286274791796
7.84,0.0033425882166285836
7.84,0.0027383797978578484
7.86,0.005039116429355173
7.94,0.0038487909787248142
8.0,0.002558902886800829
8.04,0.002883157847406781
8.14,0.0030898715270883947
8.16,0.003479535951883994
8.18,0.002956306231596373
8.22,0.002290616280441582
8.24,0.0030109728808366265
8.26,0.003837262078568826
8.3,0.0035726049000172067
8.32,0.005060848469871204
8.32,0.003558444589730758
8.32,0.004961751829012151
8.38,0.0038923093242200224
8.4,0.004149829062855215
8.42,0.00235415765131064
8.46,0.003112992016718219
8.46,0.0021345370184667756
8.48,0.003581950482461571
8.54,0.0032743221811811773
8.54,0.003977713365786784
8.56,0.003348736385602402
8.62,0.006220094552539246
8.62,0.002629269830329628
8.64,0.004206145595972766
8.66,0.0035511566262743655
8.78,0.0027529431709160113
8.86,0.005163884850300393
8.98,0.004281437466254201
9.0,0.0030333339853522157
9.0,0.002574459083762748
9.08,0.002851501791773403
9.08,0.0026407772559038367
9.1,0.003961672209900402
9.16,0.0037710825725347785
9.3,0.0030591520489325896
9.3,0.0032529202780824384
9.3,0.003407475734987231
9.4,0.0029429330174339796
9.42,0.0032537195700323984
9.46,0.0038100777109816297
9.46,0.003523962100430378
9.5,0.0033441430331048183
9.58,0.003652641320362582
9.58,0.0032001048480093663
9.6,0.0028436423343352057
9.6,0.0029457540680157823
9.6,0.0025550719326233873
9.64,0.002841683101727166
9.66,0.0035718631423528047
9.7,0.0024050296400843774
9.7,0.002689963067489365
9.74,0.0032947806491328002
9.76,0.0030203095648123623
9.82,0.0024598206506140086
9.82,0.0036595134994673595
9.88,0.0037805031970595815
10.06,0.002966868744402773
10.08,0.0031543099187996138
10.12,0.003174525316702037
10.18,0.003167772162454785
10.2,0.002515527546879226
10.22,0.004166244120054841
10.24,0.0038092352353668035
10.24,0.0033460659486147515
10.32,0.0031834725466808322
10.32,0.0034550811713631724
10.44,0.0039352416004811985
10.46,0.003953045478770956
10.5,0.0036504619778043867
