time (s),contrast
,
0.36,0.004550791210643612
0.82,0.0034324971636245927
1.0,0.004491058511246759
1.5,0.008699742359610574
1.5,0.00426652645444503
1.7,0.00395423833857822
1.8,0.0044517069772206375
1.94,0.004124120374058848
2.12,0.004009077400037198
2.22,0.004132095127789226
2.32,0.005004497799067198
2.7,0.0040476443811211515
2.78,0.004366309071293206
2.78,0.0032554672564557574
2.8,0.0041090017634476395
2.82,0.009527145000253645
2.86,0.003143819237892753
3.22,0.0049560425525644325
3.48,0.004076735791731623
3.5,0.00359478742212882
3.5,0.0035988314469411753
3.64,0.004078075011205051
3.72,0.003874373427766975
3.92,0.0036695875077518147
3.94,0.005365294800090181
5.02,0.0031226983980298106
5.36,0.008420885265373546
5.58,0.004634845816657185
5.72,0.003104407773485196
6.06,0.0031315447978536026
6.1,0.003794184920570598
6.16,0.00371634425160261
6.2,0.005362814270840843
6.34,0.003978672449271192
6.64,0.0031863321052048033
6.78,0.003120566431360383
6.82,0.003703913988733598
6.96,0.004514893666117237
7.44,0.003545745288084823
7.5,0.003750145378941583
7.7,0.004372364446342036
8.04,0.0038054426586991985
8.06,0.003665715034812389
8.3,0.0038496402542476105
8.36,0.0038946677174015454
8.54,0.0029415396510126257
8.58,0.0042346961296412244
8.76,0.0034494444760282406
9.08,0.003499039762882572
9.38,0.003103145495343629
9.48,0.004967465256923043
9.5,0.004023527761463974
9.86,0.003672192587246159
10.22,0.005106474449083187
10.76,0.0035860423015976473
11.0,0.0037385145830339805
11.32,0.0038165535965666297
12.06,0.0033485329202364023
12.34,0.002920283058429396
12.64,0.0034226996054144143
12.8,0.0037391166301483647
12.84,0.004085302577342631
12.96,0.004252137840283221
13.22,0.004336422834055442
13.54,0.0032365943935127595
13.92,0.002834179299683992
14.1,0.003924888462787379
14.18,0.003939342285278369
14.2,0.0031975854842871687
14.42,0.0033671370711280124
14.7,0.0042118753473839865
14.92,0.0032827189608836127
15.18,0.0037126676488328236
15.36,0.003944410133323584
15.56,0.004962522498258237
15.66,0.003662110748986369
15.74,0.004456179439299213
16.36,0.002856399534787446
16.44,0.0032092548857958203
16.94,0.0040261690863692134
16.96,0.0027527237383447867
17.04,0.0031954938673272038
17.3,0.0025901818304971957
17.42,0.005567281665965651
17.6,0.003996736010759228
17.68,0.0028606078360632337
17.9,0.0053751536485879825
18.36,0.00334704917945583
18.5,0.004130210623797592
18.84,0.003253368259158562
18.98,0.0034896397026763504
19.28,0.0027232928977227733
19.54,0.0033997831283280044
19.8,0.003250241717112412
20.2,0.002949786791137221
20.28,0.0037300161265052534
20.72,0.00300227802386277
20.74,0.002905198989399227
21.04,0.003891896907348036
21.34,0.0037597240528955966
21.6,0.0032413115340328424
21.7,0.0029571464674985615
21.96,0.003896766688700204
22.2,0.0035868628483983755
22.22,0.0033711853464983843
22.52,0.0034824253988250398
22.68,0.004312426514564427
22.82,0.0038087647602955688
22.84,0.007061643411231611
22.94,0.0025705805655463765
23.08,0.0024991544125799736
23.3,0.0024437398983487846
23.56,0.00409700014170522
24.16,0.0032735129021451703
24.2,0.004228080410600965
24.32,0.004361805992005197
24.54,0.0037545846155275786
24.7,0.003488709930026368
24.8,0.002991506018830359
25.2,0.004592175391258779
25.44,0.003914398538821584
25.82,0.003726338579324029
27.02,0.003278017119305199
27.04,0.003679359470186383
27.12,0.003704615845734005
27.84,0.003374597363206
27.9,0.0031968095614728353
28.06,0.00569816967123804
28.34,0.003255122081086026
28.78,0.0032358036916841915
29.02,0.0028909654705540078
29.94,0.004375162337922789
30.02,0.0032452172138404123
30.22,0.002868623903848788
31.06,0.003600924921924986
31.1,0.0038001532262011972
31.12,0.005118861831767574
31.24,0.003374749759995188
31.32,0.006641895442927037
31.84,0.00290854371091398
31.9,0.004085831075625546
31.94,0.003520348672445439
32.02,0.0035882745550728234
32.02,0.00267738356675562
32.14,0.0034439862009779665
32.34,0.0032243486617647976
32.96,0.004274733865550773
33.6,0.00396501861270282
33.78,0.003910549228736571
34.12,0.00336860912516157
34.2,0.004243815064935652
34.66,0.00285290515774117
34.96,0.002889111417274437
35.22,0.0032429730532052004
35.22,0.003485360440292795
35.3,0.0035800134256873672
35.68,0.00359971814534521
35.88,0.003157061041877629
35.96,0.00356104533225321
36.26,0.002380544463048584
36.26,0.00402159345329578
36.4,0.003246609163831793
36.52,0.003742590079931163
36.94,0.003198135304387617
37.02,0.004179437086745175
37.52,0.004812363154911958
37.86,0.0035606381290902434
37.94,0.0023848323898437718
38.1,0.0038102158352911752
38.4,0.002666147875278413
39.4,0.0025240701804634114
39.64,0.003892309325173149
40.02,0.0026397356092148216
40.28,0.003323846696663413
40.32,0.004167048017710173
40.44,0.0036594348788747677
40.94,0.0028583184874589884
40.94,0.0032969029741748423
41.22,0.0032690766861620535
42.26,0.008117533090132967
43.28,0.0040774654858044546
43.36,0.005540384808695231
43.36,0.0026466580560275954
43.82,0.0027064480901172194
44.24,0.004005138409782449
44.38,0.002348660794570412
44.54,0.003694566822287637
45.04,0.003935116314090825
45.06,0.0043127889308596234
45.24,0.003756047996842038
45.56,0.00655756871798685
45.84,0.003720587065324188
45.86,0.0027648303751447445
46.22,0.0025697368341653926
46.86,0.0033180219901716157
46.86,0.003290435363684008
46.96,0.006391245799294398
48.12,0.0031943929243544167
48.4,0.003985184133909803
48.9,0.0034874181588285813
49.64,0.0031710295680962286
49.72,0.0032421433151670342
50.46,0.008782431374893762
50.62,0.0030340231185947975
50.84,0.002982455381066007
51.2,0.008890081395992011
51.4,0.0034175434298627794
51.94,0.015619718139470384
52.9,0.005801739154411956
53.32,0.0031770393364055627
53.42,0.0036781572969823983
53.52,0.004071709215261565
54.74,0.003141679328111824
54.98,0.003971511823681051
55.24,0.003874774819810578
55.26,0.003944886459646968
55.62,0.0028967166203656136
55.68,0.003739513163244168
56.16,0.0041549073405368064
56.6,0.0037912146800920254
56.76,0.0040407316379640346
57.06,0.0027165469147751864
57.4,0.00325323714149639
57.54,0.0032727724640968514
57.92,0.003298134543525566
58.08,0.0024726874971527923
58.18,0.003494527706315975
58.2,0.0037936648628845715
58.24,0.002697297242682417
58.54,0.003202043288112799
58.72,0.003364951336509603
58.94,0.0026176395056956014
59.54,0.0040229651365327745
60.6,0.003878452934936827
60.88,0.0034119129310031804
61.7,0.00304211501188123
62.06,0.0033469667873301523
62.34,0.0031098512330883787
